price,ad_title,href,location,square_meter,owner,real_estate_firm,id,img_href
"2 890 000,-",Velkommen til å se på denne store eneboligen i Froland. Flott familiebolig på nydelig tomt med mye sol og utsikt.,https://www.finn.no/realestate/homes/ad.html?finnkode=126926401,"Stushammen 14, Froland",214 m²,Eier (Selveier),Privatmegleren Arendal,126926401,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/1/126/926/401_1072619015.jpg
"1 090 000,-",Meget lys og trivelig leilighet med helt nye flater på badet i tidriktige farger. Ligger i øverste etasje med nydelig ut,https://www.finn.no/realestate/homes/ad.html?finnkode=123797495,"Solsiden 7, Arendal",57 m²,Andel,Privatmegleren Arendal,123797495,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/123/797/495_673538124.jpg
"6 400 000,-","ULLERN/LYSEJORDET - Rekkehus over 2 plan med egen hage, balkong og terrasse! Meget barne og familievennlig. Garasjeplass",https://www.finn.no/realestate/homes/ad.html?finnkode=132607404,"Vestliveien 28C, Oslo, Ullern",100 m²,Andel,OBOS eiendomsmeglere - Oslo Sentrum,132607404,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/4/132/607/404_232659124.jpg
"6 990 000,-",Trones - Enebolig med utskilt tomt i hagen - Svært attraktiv beliggenhet,https://www.finn.no/realestate/homes/ad.html?finnkode=132606302,"Gjerdeveien 12A og 12B, Sandnes",192 m²,Eier (Selveier),Eie Eiendomsmegling - Rogaland Eiendomsmegling AS,132606302,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/2/132/606/302_1707305299.jpg
"2 550 000,-","Hundvåg - Stort og innholdsrikt rekkehus i barnevennlige omgivelser like ved både skole, barnehage, butikk og turområder",https://www.finn.no/realestate/homes/ad.html?finnkode=132604682,"Ulabrands vei 37, Hundvåg",140 m²,Andel,DNB Eiendom AS,132604682,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/604/682_1474757382.jpg
"5 600 000,-","Klassisk og moderne på beste Bolteløkka - Meget delikat og attraktiv 3-roms med god standard og flere kvaliteter, klassiske detaljer, peis og usjenert beliggenhet",https://www.finn.no/realestate/homes/ad.html?finnkode=132604077,"Vidars gate 7 A, Oslo, St.Hanshaugen - Ullevål",63 m²,Andel,PrivatMegleren Aksept,132604077,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/132/604/077_156641498.jpg
"3 800 000,-",Luftig v/ Lindern - Gjennomgående og lyst 3-roms oppussingsobjekt i 3. etasje med balkong og peis - Fyring og varmtvann inkludert,https://www.finn.no/realestate/homes/ad.html?finnkode=132603971,"Geitmyrsveien 73 A, Oslo, St.Hanshaugen - Ullevål",62 m²,Aksje,PrivatMegleren Aksept,132603971,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/1/132/603/971_318084538.jpg
"4 650 000,-",Nedre Grünerløkka - Lekker 3-roms selveier fra 2007 med solrik balkong og heis - V.v og fyring inkl. - Meget sentralt!,https://www.finn.no/realestate/homes/ad.html?finnkode=132603608,"Herslebs Gate 17 C, Oslo, Gamle Oslo",65 m²,Eier (Selveier),PrivatMegleren Panorama,132603608,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/132/603/608_1857939510.jpg
"8 290 000,-","St. Hanshaugen - Lys og vakker 4-roms med utleiedel, 2 ildsteder og solrik balkong ut mot prisbelønnet bakgård på 2700 kvm! Garasjeleie*",https://www.finn.no/realestate/homes/ad.html?finnkode=132603249,"Wessels gate 9A, Oslo, St.Hanshaugen - Ullevål",113 m²,Andel,PrivatMegleren Aksept,132603249,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/603/249_750503963.jpg
"11 300 000,-",VIKA - Strøken 3-roms i 6. etasje med 3 balkonger - Garasjeplass - Peis - Heis - Høy standard,https://www.finn.no/realestate/homes/ad.html?finnkode=132086339,"Huitfeldts gate 18, Oslo, Bygdøy - Frogner",94 m²,Eier (Selveier),Nordvik Bygdøy Allé,132086339,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/086/339_970221855.jpg
"4 500 000,-",ILADALEN - Attraktiv og sjarmerende 2(3)-roms toppleilighet med god standard - Peis - Luftebalkong - Originale tregulv,https://www.finn.no/realestate/homes/ad.html?finnkode=132603025,"Vøyensvingen 1A, Oslo, Sagene - Torshov",62 m²,Aksje,PrivatMegleren Aksept,132603025,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/132/603/025_199269106.jpg
"4 650 000,-","BISLETT/ST.HANSHAUGEN - Meget attraktiv 2(3) roms med solrik balkong, heis og garasjeplass. Oppgradert bad. Fyring og varmtvann inkl.",https://www.finn.no/realestate/homes/ad.html?finnkode=132529862,"Falbes gate 18B, Oslo, St.Hanshaugen - Ullevål",60 m²,Eier (Selveier),Nordvik Skøyen,132529862,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/529/862_1604058872.jpg
"4 490 000,-",Hisøy- Sandvika - Smakfull og innholdsrik enebolig med høy standard! Integrert garasje. Gåavstand til skole og barnehage,https://www.finn.no/realestate/homes/ad.html?finnkode=132602417,"Damveien 1 A, Kolbjørnsvik",178 m²,Eier (Selveier),Exbo Sørlandet AS,132602417,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/132/602/417_445670839.jpg
"850 000,-","Nedenes - Natvig - Flott endeleilighet beliggende i første etasje, parkering i Carport",https://www.finn.no/realestate/homes/ad.html?finnkode=132602383,"Valsolveien 18 D, Nedenes",75 m²,Andel,Exbo Sørlandet AS,132602383,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/3/132/602/383_1188089482.jpg
"3 200 000,-","TORSHOV: - Lys & pen 2-roms leilighet i attraktivt område | Super planløsning | Bredbånd, fyring & varmtvann inkl. | Sentralt ",https://www.finn.no/realestate/homes/ad.html?finnkode=131273175,"Anna Sethnes gate 2 A, Oslo, Sagene - Torshov",39 m²,Andel,EiendomsMegler 1 Torshov,131273175,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/131/273/175_1817801116.jpg
"2 800 000,-",SANDVIKA / JONG  3-roms med langstrakt og flott utsikt / 2 balkonger / Ingen dokumentavgift,https://www.finn.no/realestate/homes/ad.html?finnkode=132552306,"MÅNEVEIEN 30, Sandvika",66 m²,Andel,Sandvika Advokatkontor,132552306,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/552/306_1445584241.jpg
"5 980 000,-","ALEXANDER KIELLANDS PLASS - Tiltalende og nyoppusset 4-roms m/ lekkert kjøkken og bad fra 2018 | Balkong, vedovn og stukkatur | Sentralt | Må sees! ",https://www.finn.no/realestate/homes/ad.html?finnkode=131437828,"Kingos gate 1 B, Oslo, Sagene - Torshov",75 m²,Eier (Selveier),EiendomsMegler 1 Torshov,131437828,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/131/437/828_1928109863.jpg
"3 890 000,-","Skrukkerødtoppen - Stor enebolig med dobbelgarasje i meget populært, barnevennlig nabolag. Oppussingsbehov",https://www.finn.no/realestate/homes/ad.html?finnkode=132601378,"Skrukkerødtoppen 28, Porsgrunn",235 m²,Eier (Selveier),"Sørmegleren AS, avd. Porsgrunn",132601378,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/132/601/378_1399474293.jpg
"3 125 000,-",Våland - Innbydende og lys leilighet i 2. etasje med solrik balkong.,https://www.finn.no/realestate/homes/ad.html?finnkode=128417264,"Thiisabakken 6A, Stavanger",85 m²,Eier (Selveier),Krogsveen avd. Stavanger,128417264,https://images.finncdn.no/dynamic/480w/2018/9/vertical-2/21/4/128/417/264_1780204431.jpg
"2 750 000,-",Frogner/Briskeby - Oppusset 1-roms * Lave fellesutgifter * Sentral og skjermet beliggenhet * Fyring og VV inkl. *,https://www.finn.no/realestate/homes/ad.html?finnkode=128495685,"Niels Juels gate 64, Oslo, Bygdøy - Frogner",30 m²,Eier (Selveier),DNB Eiendom AS,128495685,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/128/495/685_1322606925.jpg
"2 750 000,-",KARIHAUGEN/ELLINGSRUDÅSEN - Velholdt og romslig 3-roms med stor innglasset balkong på 9 kvm | Garasjeplass | Nærhet til marka ,https://www.finn.no/realestate/homes/ad.html?finnkode=132387077,"Harald Sohlbergs vei 12, Oslo, Furuset",72 m²,Andel,EiendomsMegler 1 Torshov,132387077,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/132/387/077_54479357.jpg
"2 990 000,-",Alvim - Innholdsrik enebolig med sentral beliggenhet - 4 soverom - Garasje,https://www.finn.no/realestate/homes/ad.html?finnkode=132599621,"Utsiktsveien 16, Sarpsborg",148 m²,Eier (Selveier),PrivatMegleren Sarpsborg,132599621,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/1/132/599/621_159821779.jpg
"4 590 000,-","SANDE, Skafjellåsen - Nyoppusset tiltalende enebolig over 2 plan - garasje med stort hobbyrom - blindvei - fjordglimt",https://www.finn.no/realestate/homes/ad.html?finnkode=132599299,"Gabbroveien 10, Sande i Vestfold",177 m²,Eier (Selveier),Dialog Eiendomsmegling AS avd Drammen,132599299,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/599/299_858503383.jpg
"2 650 000,-",SKÅRER - 3-roms endeleilighet med innglasset vestvendt balkong - Barnevennlig område - Fyring inkludert,https://www.finn.no/realestate/homes/ad.html?finnkode=132529620,"Sigurds vei 20, Lørenskog",67 m²,Andel,EiendomsMegler 1 Lørenskog,132529620,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/0/132/529/620_690605324.jpg
"3 500 000,-","Vestby - Pepperstad Pen 1/2-part av tomannsbolig med attraktiv beliggenhet - Nydelig, usjenert hage - 2 biloppstillingsp",https://www.finn.no/realestate/homes/ad.html?finnkode=132599189,"Mosters vei 28, Vestby",103 m²,Eier (Selveier),EiendomsMegler 1 Vestby/Son,132599189,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/599/189_1765320720.jpg
"13 290 000,-","Nordberg - Enebolig under oppføring med fjordutsikt, garasje, peis og hage. 3 av 4 solgt! FASTPRIS",https://www.finn.no/realestate/newbuildings/ad.html?finnkode=132598764,"Sognsveien 110, Oslo, Sogn",206 m²,Eier (Selveier),PrivatMegleren Ullevål,132598764,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/4/132/598/764_1462251672.jpg
"3 600 000,-","Alexander Kiellands plass / Ila - Lys, særdeles tiltalende 2-roms i klassisk bygård, med god takhøyde, rustikk sjarm og fellesterrasse i lun bakgård.",https://www.finn.no/realestate/homes/ad.html?finnkode=132598711,"Maridalsveien 47A, Oslo, Sagene - Torshov",56 m²,Andel,PrivatMegleren Primera,132598711,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/1/132/598/711_2023820608.jpg
"4 800 000,-",ASKER - Nydelig 4-roms selveierleilighet med ny standard - FASTPRIS!,https://www.finn.no/realestate/newbuildings/ad.html?finnkode=121457196,"VILLAVEIEN 18, Asker",90 m²,Eier (Selveier),BN Bolig AS,121457196,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/03/6/121/457/196_174573326.jpg
"2 590 000,-",Økern: Moderne 3(4)-roms fra 2011 med vestvendt balkong og attraktiv planløsning -  IN-ordning - VV og fyring inkludert,https://www.finn.no/realestate/homes/ad.html?finnkode=102010227,"Økern Torgvei 5 B, Oslo, Bjerke",79 m²,Andel,PrivatMegleren Primera,102010227,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/102/010/227_229757167.jpg
"2 800 000,-","Finstad Hageby - Lys og tidsriktig 2-roms selveier i rolige omgivelser. 20 m2 vestvendt terrasse, p-plass og gangavstand til Ski sentrum",https://www.finn.no/realestate/homes/ad.html?finnkode=132567038,"Finstad Hageby 10, Ski",50 m²,Eier (Selveier),DNB Eiendom AS,132567038,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/567/038_2067344334.jpg
"2 790 000,-",Nedre Haugen - Lys og innbydende 4-roms m/ to solrike balkonger og garasjeplass - Moderne kjøkken og bad - Barnevennlig - Rolig område,https://www.finn.no/realestate/homes/ad.html?finnkode=132597752,"Maria Dehlis vei 47a, Oslo, Furuset",92 m²,Andel,PrivatMegleren Primera,132597752,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/597/752_273280871.jpg
"2 390 000,-",Bolig til salgs,https://www.finn.no/realestate/homes/ad.html?finnkode=130577833,"Strandveien 107, Skjervøy",128 m²,Eier (Selveier),Privat,130577833,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/3/130/577/833_46828394.jpg
"5 500 000,-",Topp- og endeleilighet i nyere bygg- Attraktiv og sentral beliggenhet- 18kvm terrasse- Gode solforhold- Heis- Garasje,https://www.finn.no/realestate/homes/ad.html?finnkode=132597706,"Nordengveien 3, Oslo, Røa",65 m²,Eier (Selveier),"Eie Eiendomsmegling Røa, Skøyen og Ullern",132597706,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/6/132/597/706_1840456308.jpg
"3 950 000,-",Tøyen - BOTANISK HAGE: Meget delikat 3-roms i klassisk bygård med god planløsning -  Bad & kjøkken fra 2014 - Vv inkl,https://www.finn.no/realestate/homes/ad.html?finnkode=122453729,"Jens Bjelkes gate 35 B, Oslo, Gamle Oslo",60 m²,Andel,BN Bolig AS,122453729,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/122/453/729_1060314681.jpg
"5 400 000,-",Røa/Hovseter - Lys og delikat 4-roms med moderne material- og fargevalg | Oppusset 2014| Heis | Garasje | Balkong| 3 sov | 2 bad/wc,https://www.finn.no/realestate/homes/ad.html?finnkode=132389306,"Hovseterveien 52A, Oslo, Røa",94 m²,Andel,DNB Eiendom AS,132389306,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/389/306_97583221.jpg
"1 975 000,-","JELØY/BALAKLAVA - Hyggelig 3-roms med overbygd veranda og markterrasse. Rolig, barnevennlig og sentralt med kort vei til sjøen.",https://www.finn.no/realestate/homes/ad.html?finnkode=132536290,"Carl Schøyens vei 3, Moss",64 m²,Andel,DNB Eiendom AS,132536290,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/536/290_1230151734.jpg
"4 700 000,-","Hassingen / Grønli - Sentral, restaurert/oppusset enebolig med gangavstand til alt sentrum har å by på ",https://www.finn.no/realestate/homes/ad.html?finnkode=132550521,"Hassingveien 33, Fredrikstad",184 m²,Eier (Selveier),EiendomsMegler 1 Fredrikstad,132550521,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/1/132/550/521_2136163336.jpg
"4 200 000,-",Grünerløkka - Pen 2(3)-roms loftsleilighet med attraktiv beliggenhet ved Sofienbergparken - Biopeis - 66 m² gulvareal,https://www.finn.no/realestate/homes/ad.html?finnkode=132595987,"Toftes gate 55, Oslo, Grünerløkka - Sofienberg",54 m²,Eier (Selveier),PrivatMegleren Aveny,132595987,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/132/595/987_1283688904.jpg
"4 950 000,-",#LØREN - LYS OG MODERNE 3-R ENDELEIL. I FAMILIEVENNLIGE OMGIVELSER #Solrik balkong #Garasjeplass #Heis #Gasspeis #Fjernvarme inkl,https://www.finn.no/realestate/homes/ad.html?finnkode=132595121,"Peter Møllers vei 6A, Oslo",70 m²,Eier (Selveier),Schala & Partners Carl Berner,132595121,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/1/132/595/121_1147208403.jpg
"4 000 000,-",#NYDALEN - LEKKER OG MODERNE 2-ROMS MED SUPER BELIGGENHET #Solrik balkong #Garasjeplass #Heis #Felles takterrasse #Arealeffektiv,https://www.finn.no/realestate/homes/ad.html?finnkode=132595082,"Gunnar Schjelderups vei 11R, Oslo, Grefsen - Kjelsås",46 m²,Eier (Selveier),Schala & Partners Carl Berner,132595082,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/595/082_349684373.jpg
"2 500 000,-",SOFIEMYR: 2-roms toppleilighet med vestvendt balkong - Lave felleskostnader - Oppussingsobjekt med stort potensial,https://www.finn.no/realestate/homes/ad.html?finnkode=132595028,"Håkon Jarls vei 3, Sofiemyr",44 m²,Eier (Selveier),Eie Eiendomsmegling Sarpsborg,132595028,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/132/595/028_968177473.jpg
"2 750 000,-","VALLØ - VISNING - Pen, romslig og lys eierleilighet med 3 soverom, høye himlinger og svært luftig romfølelse. Sydvendt u",https://www.finn.no/realestate/homes/ad.html?finnkode=129624141,"Carl 15 gate 6C, Tolvsrød",92 m²,Eier (Selveier),Z Eiendom AS,129624141,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/1/129/624/141_1355401568.jpg
"4 990 000,-","ADAMSTUEN - Tiltalende 3-roms selveierleilighet i klassisk bygård med god takhøyde, store vinduer og god standard. Oppgradert i 2006",https://www.finn.no/realestate/homes/ad.html?finnkode=130793768,"Ullevålsveien 88A, Oslo, St.Hanshaugen - Ullevål",71 m²,Eier (Selveier),DNB Eiendom AS,130793768,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/130/793/768_140320517.jpg
"3 750 000,-",Rosenholm - Flott 4-roms leilighet - Solrik balkong - Garasjeplass følger boligen - Varmtvann og fyring inkl - Sentralt,https://www.finn.no/realestate/homes/ad.html?finnkode=132236484,"Liakollveien 26 B, Oslo, Søndre Nordstrand",92 m²,Andel,BN Bolig AS,132236484,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/4/132/236/484_1761704741.jpg
"1 150 000,-",RINGSHAUG/RØNNINGLIA - Lys og tiltalende leilighet med 2 soverom beliggende i 1. etasje. Flott og skjermet uteplass.,https://www.finn.no/realestate/homes/ad.html?finnkode=132594607,"Rønninglia 60A, Tolvsrød",55 m²,Andel,Z Eiendom AS,132594607,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/132/594/607_1427552175.jpg
"4 100 000,-",DRØBAK - VINDFANGERBUKTA - Stor og pen 2(3)-roms selveier - Vestvendt balkong med gode solforhold og flott sjøutsikt!,https://www.finn.no/realestate/homes/ad.html?finnkode=132549411,"Sagaveien 13B, Drøbak",79 m²,Eier (Selveier),DNB Eiendom AS,132549411,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/549/411_1021047501.jpg
"2 500 000,-",HOVSETER/RØA | Romslig 2-roms med heis og garasjeplass - Bad fra 2018 - Kort vei til marka og off.kommunikasjon,https://www.finn.no/realestate/homes/ad.html?finnkode=117586888,"Hovseterveien 68 B, Oslo, Røa",67 m²,Andel,"Eie Eiendomsmegling Røa, Skøyen og Ullern",117586888,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/117/586/888_1566585063.jpg
"5 100 000,-","VOKSEN SKOG, 3-roms hjørneleilighet i toppetasje -  Nydelig fjordutsikt - Solrik terrasse - Garasjeplass - V/marka",https://www.finn.no/realestate/homes/ad.html?finnkode=132593890,"Olaf Bulls vei 38, Oslo, Røa",93 m²,Eier (Selveier),PrivatMegleren Scenario,132593890,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/0/132/593/890_172554286.jpg
"3 600 000,-",Hjelteryggen - Enebolig med praktfull utsikt over innseilingen til Bergen. Garasje og pent opparbeidet tomt. Barnevennlig beliggenhet.,https://www.finn.no/realestate/homes/ad.html?finnkode=119055135,"Tepperotvegen 18, Knarrevik",160 m²,Eier (Selveier),DNB Eiendom AS,119055135,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/119/055/135_1675719851.jpg
"2 990 000,-",ETTERSTAD: Lys og pen 2-roms leilighet i 5.etasje. Utgang til en solrik balkong på 7 kvm. Fantastisk utsikt. In-ordning.,https://www.finn.no/realestate/homes/ad.html?finnkode=132593333,"Biskop Jens Nilssøns Gate 13 B, Oslo, Helsfyr - Sinsen",48 m²,Andel,iHUS Skedsmo,132593333,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/3/132/593/333_1661927028.jpg
"8 480 000,-",Langhus. Nyere enebolig med sekundærleilighet. Solrikt beliggende med flott utsikt utover Nøstvedtmarka - Dobbel garasje,https://www.finn.no/realestate/homes/ad.html?finnkode=132593245,"Langhusveien 232 A, Langhus",210 m²,Eier (Selveier),Aktiv Follo,132593245,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/593/245_541007388.jpg
"4 200 000,-",Kolsås/ Løkenhavna - Flott beliggende enderekkehus oppført over 2 plan med flott terrassert tomt - Garasje,https://www.finn.no/realestate/homes/ad.html?finnkode=132592976,"Kantarellgrenda 41, Kolsås",72 m²,Eier (Selveier),Eie Eiendomsmegling Kolsås/Sandvika,132592976,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/6/132/592/976_659447414.jpg
"3 400 000,-",LAMBERTSETER: Rålekker 3-roms i 3.etg - Omfattende oppusset i 2015 - Vestvendt solrik balkong på 7 kvm - 3 boder,https://www.finn.no/realestate/homes/ad.html?finnkode=132592941,"Nylænde 15, Oslo, Lambertseter",56 m²,Andel,PrivatMegleren Panorama Manglerud,132592941,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/1/132/592/941_1501296440.jpg
"2 800 000,-",Turøy - Sjarmerende enebolig med flott beliggenhet i landlige og naturskjønne omgivelser. Solrikt med nærhet til sjø og båthavn.,https://www.finn.no/realestate/homes/ad.html?finnkode=107862480,"Kalvanesvegen 2, Turøy",131 m²,Eier (Selveier),DNB Eiendom AS,107862480,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/0/107/862/480_771923953.jpg
"2 290 000,-",Dusavik - Flott leilighet i 2. etasje med balkong på begge sider og parkering i garasjeanlegg.,https://www.finn.no/realestate/homes/ad.html?finnkode=129883804,"Dusaviktunet 18B, Stavanger",58 m²,Eier (Selveier),PrivatMegleren Haferkamp & Partnere,129883804,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/4/129/883/804_1181881292.jpg
"5 800 000,-",RØA SENTRUM | Lys 3-roms med trappefri adkomst - Heis - Garasjeplass -  Attraktiv og sentral beliggenhet,https://www.finn.no/realestate/homes/ad.html?finnkode=132592332,"Vækerøveien 193 B, Oslo, Røa",85 m²,Eier (Selveier),"Eie Eiendomsmegling Røa, Skøyen og Ullern",132592332,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/592/332_365279168.jpg
"6 950 000,-",BESTE GRÜNERLØKKA: Toppetasje i Marselis` gate med helt unik utsikt over Akerselva // Balkong // Sjelden mulighet!,https://www.finn.no/realestate/homes/ad.html?finnkode=129886085,"Marselis` gate 35 A, Oslo, Grünerløkka - Sofienberg",90 m²,Eier (Selveier),iHUS Grünerløkka,129886085,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/129/886/085_303190128.jpg
"4 200 000,-",#OLA NARR/CARL BERNER - LYS OG ROMSLIG 3-R TOPPLEILIGHET  #Solrik balkong #Flott utsikt #Fyring og v.v. inkl #Parken som nærmeste nabo!,https://www.finn.no/realestate/homes/ad.html?finnkode=132591832,"Ola Narr 16, Oslo, Grünerløkka - Sofienberg",69 m²,Andel,Schala & Partners Carl Berner,132591832,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/591/832_1370868552.jpg
"3 650 000,-",#TØYEN/NEDRE KAMPEN - LEKKER 2-ROMS LOFTSLEILIGHET MED SÆRPREG #Gjennomgående #Lave omkostn. #Ingen forkjøp #Sentral og attraktiv beliggenhet,https://www.finn.no/realestate/homes/ad.html?finnkode=132591619,"Kjølberggata 15B, Oslo, Gamle Oslo",59 m²,Andel,Schala & Partners Carl Berner,132591619,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/591/619_2104165885.jpg
"2 890 000,-","Gjennomgående 3-roms selveier fra 2016 med ekstra takhøyde i flere rom, balkong og garasjeplass. Lave felleskostnader.",https://www.finn.no/realestate/homes/ad.html?finnkode=132572782,"Veslefrikkvegen 2, Frogner",60 m²,Eier (Selveier),Nordvik Lørenskog,132572782,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/572/782_694408301.jpg
"2 690 000,-",SOFIEMYR/ØDEGÅRDEN - Lys 3-roms endeleilighet i 3.etasje | Sydvendt balkong med markise | Ingen dok.avgift | IN-ordning ,https://www.finn.no/realestate/homes/ad.html?finnkode=132543050,"Håkon Jarls vei 2 A, Sofiemyr",68 m²,Andel,EiendomsMegler 1 Kolbotn,132543050,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/0/132/543/050_1100593817.jpg
"6 000 000,-","Øvre Vaulen - Pen enebolig over to plan, med carport, stor, solrik hage og fin utsikt - Meget barnevennlig område.",https://www.finn.no/realestate/homes/ad.html?finnkode=132591078,"Agderveien 18, Stavanger",216 m²,Eier (Selveier),PrivatMegleren Haferkamp & Partnere,132591078,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/132/591/078_628320615.jpg
"5 600 000,-",RAMBERG/JELØY - Godt vedlikeholdt enebolig med 5 soverom. Tilbaketrukket og fredelig i blindvei. Garasje og carport.,https://www.finn.no/realestate/homes/ad.html?finnkode=132591153,"Marsveien 15, Moss",223 m²,Eier (Selveier),Meglergaarden AS,132591153,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/3/132/591/153_1472007647.jpg
"7 500 000,-",IDYLL PÅ HOSLE - Moderne og attraktiv halvpart av vertikaldelt tomannsbolig - God lagringsplass + garasje - Nær marka!,https://www.finn.no/realestate/homes/ad.html?finnkode=132590755,"Grøndahls vei 14 A, Hosle",120 m²,Eier (Selveier),PrivatMegleren Thøgersen & Partnere,132590755,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/132/590/755_1228156105.jpg
"6 650 000,-","Bekkestua/Haslum - Attraktiv 4-roms rekkehus leilighet m/50 kvm solrik terrasse, trappefri adkomst, utsikt, og p-plass.",https://www.finn.no/realestate/homes/ad.html?finnkode=132590645,"Gamle Ringeriksvei 136 A, Bekkestua",88 m²,Eier (Selveier),Eie Eiendomsmegling Kolsås/Sandvika,132590645,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/132/590/645_613387813.jpg
"2 650 000,-",Heradsbygda - Stilig 4-roms selveierleilighet m/ spektakulær utsikt! 26kvm terrasse. Barnevennlig beliggenhet i etablert boligområde.,https://www.finn.no/realestate/homes/ad.html?finnkode=132495025,"Fjellveien 34, Hønefoss",100 m²,Eier (Selveier),EiendomsMegler 1 - Ringerike,132495025,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/132/495/025_2115277726.jpg
"2 490 000,-","Torp - Koselig enebolig med garasje, anneks og uthus! 3 soverom og lun hage!",https://www.finn.no/realestate/homes/ad.html?finnkode=132589264,"Torpebergveien 24 A og B, Torp",158 m²,Eier (Selveier),Notar Sarpsborg,132589264,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/4/132/589/264_1618564402.jpg
"2 100 000,-",Tjensvoll - Lys og kjekk hjørneleilighet i 1. etasje med flott bad. Stor terrasse.,https://www.finn.no/realestate/homes/ad.html?finnkode=132589006,"Tjensvolltorget 28, Stavanger",58 m²,Andel,EiendomsMegler 1 Borettslagsmegleren,132589006,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/6/132/589/006_1395956467.jpg
