price,ad_title,href,location,square_meter,owner,real_estate_firm,id,img_href
"3 490 000,-",ÅRNES SENTRUM - Flott nyere 3 roms selveier midt i sentrum - Meget god planløsning - Gjennomgående leil med 2 balkonger,https://www.finn.no/realestate/homes/ad.html?finnkode=132654503,"Silovegen 20, Årnes",74 m²,Eier (Selveier),EiendomsMegler 1 - Årnes,132654503,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/3/132/654/503_1049929895.jpg
"6 950 000,-","ST. HANSHAUGEN - ST.HANSHAUGEN - Stor, gjennomgående 4-r med klassisk atmosfære - Rosetter, stukkatur og 3,15 m takhøyde - To ildsteder!",https://www.finn.no/realestate/homes/ad.html?finnkode=132553779,"Bjerregaards gate 9A, Oslo, St.Hanshaugen - Ullevål",107 m²,Eier (Selveier),Nordvik St.Hanshaugen,132553779,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/553/779_1256482829.jpg
"2 500 000,-",Grøtvedt- Brl.rekkehus over 2 plan m 2 terrasser og hage-4 soverom-Garasje- innv/utvendig oppusset siste 5 år. Bør sees,https://www.finn.no/realestate/homes/ad.html?finnkode=132673336,"Sørlia, 76, Askim",117 m²,Andel,Advokatoppgjør AS,132673336,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/6/132/673/336_100024662.jpg
"2 900 000,-","#GRÜNERLØKKA - HØYT, FRITT MED FANTASTISK UTSIKT #Meget pen toppleilighet med balkong #Moderne Kvik kjøkken 2014 #Bad 2006 #Fjernvarme",https://www.finn.no/realestate/homes/ad.html?finnkode=132673241,"Thorvald Meyers gate 5, Oslo, Grünerløkka - Sofienberg",32 m²,Andel,Schala & Partners Sagene,132673241,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/1/132/673/241_263162412.jpg
"3 200 000,-",#TORSHOV - PERFEKT FØRSTEGANGSKJØP #Nydelig 2-R selveier #Flytt rett inn #Balkong kommer #Heis,https://www.finn.no/realestate/homes/ad.html?finnkode=132671755,"Oskar Braatens gate 9, Oslo, Sagene - Torshov",37 m²,Eier (Selveier),Schala & Partners Sagene,132671755,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/671/755_310312654.jpg
"840 000,-",Frostadheia - Flott og idyllisk småbruk med låve og tomt på 3000 kvm! KONTAKT MEGLER FOR VISNING!,https://www.finn.no/realestate/homes/ad.html?finnkode=122852186,"TOPPMYRVEIEN 619, Smøla",87 m²,Eier (Selveier),Notar Kristiansund,122852186,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/23/6/122/852/186_653663702.jpg
"5 000 000,-",#SAGENE - BO SUPERFINT I KLASSISK BYGÅRD #Attraktiv og lys 3-R #Solrik sydvestvendt balkong #Klassisk kroneovn #Fantastisk bakgård,https://www.finn.no/realestate/homes/ad.html?finnkode=132671358,"Grimstadgata 23 F, Oslo, Sagene - Torshov",66 m²,Aksje,Schala & Partners Sagene,132671358,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/8/132/671/358_1149168805.jpg
"2 700 000,-",Romsås - Tiurleiken - Sjelden anledning til innbydene 3 (4) roms. 12 kvm innglasset balkong med fantastisk utsikt. Garasjeplass. Barnevennlig.,https://www.finn.no/realestate/homes/ad.html?finnkode=132670986,"Ravnkollbakken 4, Oslo, Romsås",85 m²,Andel,OBOS eiendomsmeglere - Kalbakken,132670986,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/6/132/670/986_1829799920.jpg
"2 700 000,-",Romsås/Orremyr - Stemningsfull og delikat 3 roms med 12 kvm innglasset balkong. Heis. Garasjeplass. Barnevennlig. Lillomarka som nabo.,https://www.finn.no/realestate/homes/ad.html?finnkode=132670819,"Odvar Solbergs vei 12, Oslo, Romsås",82 m²,Andel,OBOS eiendomsmeglere - Kalbakken,132670819,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/9/132/670/819_1923249498.jpg
"3 800 000,-","Vika - Arealeffektiv og lys 3-roms hjørneleilighet, ombygget i 2007 - God takhøyde - 2 romslige soverom",https://www.finn.no/realestate/homes/ad.html?finnkode=130996857,"Observatoriegata 17 A, Oslo, Bygdøy - Frogner",41 m²,Eier (Selveier),PrivatMegleren Aksept,130996857,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/7/130/996/857_1782536627.jpg
"8 500 000,-",Hønefoss - Rabba - Hel vertikaldelt tomannsbolig fra 2017. Bo rimelig ved utleie! Kom på visning selv om kun en enhet er av interesse!,https://www.finn.no/realestate/homes/ad.html?finnkode=132648847,"Rabbaveien 77 og 75, Hønefoss",268 m²,Eier (Selveier),DNB Eiendom AS,132648847,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/7/132/648/847_933882422.jpg
"3 690 000,-","Bønes/Bergveien - Enebolig i meget attraktivt boligfelt.Utsikt mot Nordåsvannet. Oppussingsobjekt, mye potensiale.",https://www.finn.no/realestate/homes/ad.html?finnkode=132669529,"Bergveien 38B, Bønes",105 m²,Eier (Selveier),PrivatMegleren Vikebø & Jørgensen,132669529,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/9/132/669/529_94358723.jpg
"4 750 000,-",ET OMRÅDE I RIVENDE UTVIKLING - Flott 4-roms i klassisk gård med teglstein og sjarmerende detaljer. Koselig bakgård!,https://www.finn.no/realestate/homes/ad.html?finnkode=132669000,"Urtegata 32 C, Oslo, Gamle Oslo",80 m²,Andel,Aktiv Grønland/Bjørvika,132669000,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/0/132/669/000_1283660227.jpg
"5 390 000,-",Asker - Meget attraktiv og arkitekttegnet familiebolig fra 2017 - Markterrasse og landlig beliggenhet. Parkeringplass*,https://www.finn.no/realestate/homes/ad.html?finnkode=129702406,"Villaveien 20C, Asker",131 m²,Eier (Selveier),PRIVATmegleren Tjuvholmen,129702406,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/6/129/702/406_855551203.jpg
"4 300 000,-","Lys, lekker & nyoppført 3-roms leilighet med flott utsikt over sjøen. Garasjeplass, heis, takterrasse & 5-års garanti.",https://www.finn.no/realestate/homes/ad.html?finnkode=132668940,"Richard Baches vei 4B, Nesoddtangen",71 m²,Eier (Selveier),PRIVATmegleren Tjuvholmen,132668940,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/0/132/668/940_502653246.jpg
"5 900 000,-",Rålekker 4-roms v/Alexander Kiellandsplass - 3 soverom - Smakfulle løsninger - Høy standard - God takhøyde - Lave omk.,https://www.finn.no/realestate/homes/ad.html?finnkode=132668771,"Maridalsveien 35 A, Oslo, St.Hanshaugen - Ullevål",85 m²,Andel,PrivatMegleren Aksept,132668771,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/1/132/668/771_313603654.jpg
"1 600 000,-",Odda - Hel tomannsbolig beliggende i sentrum.,https://www.finn.no/realestate/homes/ad.html?finnkode=132668108,"Eitrheimsvegen 35, Odda",185 m²,Eier (Selveier),Eiendomsmegler Vest  Haugesund,132668108,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/8/132/668/108_1255738883.jpg
"13 950 000,-","Frogner/Vestkanttorget - Nyoppusset (2018) 4-roms med garasje, heis, veranda med kveldssol og peis. 2 bad. 3 sov",https://www.finn.no/realestate/homes/ad.html?finnkode=123514335,"Tidemands gate 40, Oslo, Bygdøy - Frogner",118 m²,Eier (Selveier),PrivatMegleren Allé,123514335,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/123/514/335_1958635986.jpg
"10 500 000,-","Bekkelaget/Nordstrand - Lys og flott halvpart av tomannsbolig fra 2017. Garasjeanlegg, nydelige utefasiliteter og barnevennlig beliggenhet.",https://www.finn.no/realestate/homes/ad.html?finnkode=132667027,"Holtveien 26C, Oslo, Ekeberg - Bekkelaget",134 m²,Eier (Selveier),PrivatMegleren Dyve & Partnere,132667027,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/7/132/667/027_83333904.jpg
"5 650 000,-",Beste Grünerløkka - Fantastisk flott beliggende 3-roms i etterpurt borettslag. Løkkas flotteste bakgård.,https://www.finn.no/realestate/homes/ad.html?finnkode=132649965,"Toftes gate 25 H, Oslo, Grünerløkka - Sofienberg",76 m²,Andel,Krogsveen avd. Grünerløkka,132649965,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/649/965_1811901235.jpg
"4 200 000,-",Lillehammer - Meget pen og romslig enebolig i populært område på Røyslimoen - gode solforhold - 4 soverom - barnevennlig ,https://www.finn.no/realestate/homes/ad.html?finnkode=132531131,"Glimmervegen 18, Lillehammer",144 m²,Eier (Selveier),EiendomsMegler 1 - Lillehammer,132531131,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/1/132/531/131_389760499.jpg
"5 300 000,-","Attraktiv beliggenhet på Majorstuen - Rolig, lys & innbydende 3-roms leilighet med delikate fargevalg. Kjøkken fra 2014, heis og peis.",https://www.finn.no/realestate/homes/ad.html?finnkode=132665449,"Bogstadveien 31A, Oslo, Uranienborg - Majorstuen",69 m²,Eier (Selveier),PRIVATmegleren Tjuvholmen,132665449,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/9/132/665/449_1291407445.jpg
"2 990 000,-",Ågotnes / Solsvik - Flott familiebolig fra 2010 over et plan med gode bokvaliteter og tomt 1080m2. Kort vei til sjø og mark.,https://www.finn.no/realestate/homes/ad.html?finnkode=132665175,"Øvre Elvebakken 8, Ågotnes",136 m²,Eier (Selveier),PrivatMegleren Vikebø & Jørgensen,132665175,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/665/175_161277081.jpg
"26 500 000,-","Bygdøy - Klassisk, stor og påkostet del av villa med dobbelgarasje og meget privat og idyllisk hage. Omfattende modernisert.",https://www.finn.no/realestate/homes/ad.html?finnkode=132665110,"Huk Aveny 14A, Oslo, Bygdøy - Frogner",317 m²,Eier (Selveier),PrivatMegleren Dyve & Partnere,132665110,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/0/132/665/110_864638515.jpg
"4 090 000,-",TØNSBERG - NÆR ILEBREKKE - MEGET SJARMERENDE ENEBOLIG BELIGGENDE I LANDLIGE OG IDYLLISKE OMGIVELSER MED STOR TOMT. ANNEKS. SOLRIKT.,https://www.finn.no/realestate/homes/ad.html?finnkode=132664900,"Bøgata 78A, Tønsberg",123 m²,Eier (Selveier),Z Eiendom AS,132664900,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/0/132/664/900_1756860903.jpg
"2 090 000,-",TØNSBERG - SENTRUM - OPPUSSET SJARMERENDE LITEN ENEBOLIG I BYENS HISTORISKE OMRÅDE INNERST I BLINDVEI!,https://www.finn.no/realestate/homes/ad.html?finnkode=132664839,"Hertug Guthorms gate 34B, Tønsberg",37 m²,Eier (Selveier),Z Eiendom AS,132664839,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/9/132/664/839_556775318.jpg
"3 950 000,-",Nybyen Økern ved Løren/Økern - sentralt - Lys og moderne 3-roms eierleilighet med solrik sydvestvendt balkong. Ny i 2017. Heis. Garasje. Innflytningsklar!,https://www.finn.no/realestate/homes/ad.html?finnkode=132664715,"Mørtelverksbakken 7, Oslo, Bjerke",54 m²,Eier (Selveier),PrivatMegleren Dyve & Partnere,132664715,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/664/715_524181824.jpg
"7 800 000,-","Majorstuen - Lekker og moderne toppleilighet med egen takterrasse - Høy standard, særpreg og tårnrom - Gulvareal på 122 kvm",https://www.finn.no/realestate/homes/ad.html?finnkode=132664679,"Schultz` gate 4B, Oslo, Uranienborg - Majorstuen",98 m²,Eier (Selveier),PrivatMegleren Dyve & Partnere,132664679,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/9/132/664/679_1785922056.jpg
"9 700 000,-","Furulund/Bestum - Moderne og stort rekkehus med attraktiv, barnevennlig beliggenhet. Flere solrike uteplasser, hage, peis og garasjeplass",https://www.finn.no/realestate/homes/ad.html?finnkode=132664727,"Skogbrynet 23C, Oslo, Ullern",174 m²,Eier (Selveier),PrivatMegleren Dyve & Partnere,132664727,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/7/132/664/727_519838935.jpg
"4 490 000,-","FROGNER - Klassisk 2(3)-r selveier - Separat kjøkken - Imponerende takhøyde på 3,3 m - Ildsted - Meget rolig beliggenhet",https://www.finn.no/realestate/homes/ad.html?finnkode=125596292,"Haxthausens gate 2B, Oslo, Bygdøy - Frogner",58 m²,Eier (Selveier),Nordvik Frogner,125596292,https://images.finncdn.no/dynamic/480w/2018/8/vertical-2/05/2/125/596/292_538147219.jpg
"13 500 000,-",Stor funkisvilla i slepent design - Galloppen - Gressvik,https://www.finn.no/realestate/homes/ad.html?finnkode=132664625,"Bureveien 10 A, Gressvik",320 m²,Eier (Selveier),Stavlund AS,132664625,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/664/625_1872325320.jpg
"3 900 000,-","Vestre Holmen - Lys og tiltalende 3-roms med stor, solrik balkong. Nytt bad i 2013. Kan gjøres om til 4-r. Heis. Veldrevet borettslag.",https://www.finn.no/realestate/homes/ad.html?finnkode=132649269,"Pilotveien 10, Oslo, Røa",74 m²,Andel,Krogsveen avd. Grünerløkka,132649269,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/9/132/649/269_1199095349.jpg
"1 250 000,-","VARATUN - NY PRIS! VISNING MANDAG 29.10 Kl: 18.00
Varatun - Flott 2-roms brl leilighet innenfor bomringen!",https://www.finn.no/realestate/homes/ad.html?finnkode=128105271,"Ståle Kyllingstads vei 2 D, Sandnes",55 m²,Andel,DNB Eiendom AS,128105271,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/1/128/105/271_1853743510.jpg
"3 490 000,-","Biterud, nær Asker sentrum. - Pent oppusset 3-roms leilighet med 16 kvm terrasse og flotte fellesarealer - Kort gangavstand til Asker sentrum.",https://www.finn.no/realestate/homes/ad.html?finnkode=132736263,"Biterudveien 1B, Asker",65 m²,Eier (Selveier),PrivatMegleren Solli & Partnere,132736263,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/3/132/736/263_1567457908.jpg
"5 290 000,-",ØVRE TORSHOV / STORO - Stor og gjennomgående 4-r - Sørvestvendt balkong  - Nytt bad(2017) - Varmt./fyr inkl. - Garasjeplass* - Ingen dok.avg,https://www.finn.no/realestate/homes/ad.html?finnkode=132486422,"Birch-Reichenwalds gate 35, Oslo, Sagene - Torshov",80 m²,Andel,Nordvik Frogner,132486422,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/486/422_1594947880.jpg
"3 490 000,-","Moderne leilighet i 3-mannsbolig.Kr.3.490.000,-",https://www.finn.no/realestate/newbuildings/ad.html?finnkode=132090649,"Prost Fergstadsgt 36, Stjørdal",68 m²,Eier (Selveier),Din Boligbygger AS,132090649,https://images.finncdn.no/dynamic/480w/2018/10/vertical-/20/9/132/090/649_1390557244.jpg
"6 390 000,-",SKARPSNO/FROGNER - Gjennomgående 3-r med solrik balkong - Peis - Beliggende i ettertraktet ambassadestrøk - Rolig,https://www.finn.no/realestate/homes/ad.html?finnkode=132488014,"Gange-Rolvs gate 6A, Oslo, Bygdøy - Frogner",73 m²,Eier (Selveier),Nordvik Frogner,132488014,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/25/4/132/488/014_1054966502.jpg
"4 100 000,-","En klassisk drøm - Lys og sjelfull 3-roms med balkong og peis. Flotte originale tregulv, teglstein, rosett og stukkatur.",https://www.finn.no/realestate/homes/ad.html?finnkode=132734024,"Rosteds gate 13 A, Oslo, Grünerløkka - Sofienberg",57 m²,Andel,Aktiv Grønland/Bjørvika,132734024,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/4/132/734/024_2027926759.jpg
"11 490 000 - 11 990 000,-","Makrellbekken/Holmen - 3 nye, særdeles innholdsrike boliger - Solrik hage/balkong - God standard - 4sov - 2bad - Garasje",https://www.finn.no/realestate/newbuildings/ad.html?finnkode=132732053,"Øvre Smestadvei 42, Oslo, Røa",156 - 157 m²,Eier (Selveier),PrivatMegleren Nyeboliger Oslo,132732053,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/3/132/732/053_140378467.jpg
"9 250 000,-",BESTE ST.HANSHAUGEN - Klassisk 4-roms på 115m² - 2 stuer - 2(3) sov - Solrik balkong - Parkeringsp. - 3 ildsteder - Rolig beliggenhet,https://www.finn.no/realestate/homes/ad.html?finnkode=132389091,"Henrichsens gate 1, Oslo, St.Hanshaugen - Ullevål",115 m²,Eier (Selveier),Nordvik Frogner,132389091,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/24/1/132/389/091_98211307.jpg
"11 950 000,-",Ullernåsen - Halvpart tomannsbolig fra 2011 | Høy standard | Solrikt og barnevennlig | Mulig praktikantdel | 2 garasjeplasser,https://www.finn.no/realestate/homes/ad.html?finnkode=131481570,"Ullernkollen 1 C, Oslo, Ullern",164 m²,Eier (Selveier),"Eie Eiendomsmegling Røa, Skøyen og Ullern",131481570,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/0/131/481/570_891993580.jpg
"8 250 000,-","BOLTELØKKA - Delikat 3/4-roms hjørneleilighet m/vestvendt balkong, peis, klassiske kvaliteter og moderne standard (2014).",https://www.finn.no/realestate/homes/ad.html?finnkode=132732446,"Sofies gate 84, Oslo, St.Hanshaugen - Ullevål",98 m²,Eier (Selveier),Sem & Johnsen Eiendomsmegling,132732446,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/6/132/732/446_1197778691.jpg
"3 950 000,-",Ebbesvikfjellet - Meget flott og påkostet endeleilighet med høy standard og lekre detaljer. Fast parkering og flere uteplasser.,https://www.finn.no/realestate/homes/ad.html?finnkode=126143475,"Ebbesvikfjellet 9A, Brattholmen",135 m²,Eier (Selveier),DNB Eiendom AS,126143475,https://images.finncdn.no/dynamic/480w/2018/8/vertical-2/09/5/126/143/475_1887001703.jpg
"5 125 000,-","Åvangen, Moss - Lys og pen enebolig med god standard. 4 soverom, 2 bad og 3 stuer. 160 m² terrasse i mange nivåer.",https://www.finn.no/realestate/homes/ad.html?finnkode=127869760,"Spinnesiden 8, Moss",181 m²,Eier (Selveier),PrivatMegleren Moss,127869760,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/0/127/869/760_863424039.jpg
"3 850 000,-",Enebolig Henjavegen 18,https://www.finn.no/realestate/homes/ad.html?finnkode=132661725,"Henjavegen 18, Leikanger",242 m²,Eier (Selveier),EIGEDOMSMEKLING SOGN OG FJORDANE AS,132661725,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/661/725_383940752.jpg
"2 400 000,-","SAGENE/BJØLSEN - Innholdsrik 1-roms mot rolig gate - Helt ny balkong (2018) - Fyring, varmtvann og internett inkl i felleskostn",https://www.finn.no/realestate/homes/ad.html?finnkode=132729095,"Bentsebrugata 29 A, Oslo, Sagene - Torshov",20 m²,Andel,Aktiv Grünerløkka Torshov,132729095,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/729/095_1705965234.jpg
"3 990 000,-",Korsvoll - Fantastisk utsiktsleilighet med stort potensiale på Frysja! Skjermet beliggenhet nær marka og BI - Ingen forkjøpsrett!,https://www.finn.no/realestate/homes/ad.html?finnkode=132728043,"Brekkelia 5E, Oslo, Sogn",79 m²,Andel,PrivatMegleren Aksept,132728043,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/3/132/728/043_2114523167.jpg
"3 210 000,-","Nannestad sentrum, ny 3r selveier med balkong, heis og garasje. Gunstig Husbankfinansiering, rente 1.41%",https://www.finn.no/realestate/newbuildings/ad.html?finnkode=132659646,"Smedstuvegen 11, Nannestad",72 m²,Eier (Selveier),PROA Eiendomsmegling  Lillestrøm,132659646,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/6/132/659/646_1858693511.jpg
"2 675 000,-",Hasle Torg - Nyere og pen 3-roms sentralt beliggende med markterrasse og garasje. IN- og sikringsordning! Fyring & v.vann inkl.,https://www.finn.no/realestate/homes/ad.html?finnkode=131844073,"Grenseveien 52, Oslo, Helsfyr - Sinsen",62 m²,Andel,Krogsveen avd. Hasle,131844073,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/3/131/844/073_698789813.jpg
"1 050 000,-",Momrak - Eigendom med panoramautsikt og solrik,https://www.finn.no/realestate/homes/ad.html?finnkode=132723007,"Fyresdalsvegen 2845, Fyresdal",114 m²,Eier (Selveier),Privat,132723007,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/7/132/723/007_972368992.jpg
"5 600 000,-",#SOFIES HAGE/GRÜNERLØKKA - LYS OG MODERNE TOPPLEILIGHET #3-roms #Solrik vestvendt balkong #Garasjeplass (el-lading) #Heis #Fjernvarme/V.vann inkl.,https://www.finn.no/realestate/homes/ad.html?finnkode=132727734,"Karlstadgata 29, Oslo, Grünerløkka - Sofienberg",71 m²,Eier (Selveier),Schala & Partners Torshov,132727734,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/4/132/727/734_943317458.jpg
